A01,0,0,0,0,1,19,1,12641
A03,0,5,0,0,15,396,3,129570
A04,0,0,0,0,0,0,0,0
A02,0,0,0,0,0,3,0,992
A05,0,1,0,0,1,6,2,7794
B06,0,1,0,0,85,1858,2,17259
B07,0,0,0,0,0,52,0,1532
B08,0,0,0,0,36,443,1,13201
B09,0,0,0,0,0,0,0,0
B11,0,0,0,0,2,19,0,2333
C13,1,6,0,0,134,2180,12,74987
C14,0,0,0,0,118,122,0,2063
B10,0,0,0,0,0,113,0,2636
C15,0,0,0,0,33,323,2,11921
C16,0,0,0,0,0,14,0,423
C17,0,0,0,0,1,55,0,1225
C18,5,20,1,0,1061,6263,13,118654
C19,0,3,0,0,25,114,0,3565
C20,0,0,0,0,111,252,0,9363
C21,7,52,0,0,571,2031,12,51154
C22,0,1,0,0,8,60,0,1057
C24,0,1,0,0,63,368,2,9321
C26,0,0,0,0,0,0,0,0
C23,1,2,0,0,14,85,0,6560
C25,0,1,0,0,9,272,0,2069
C27,2,10,0,0,111,1187,2,20668
C28,0,0,0,0,0,0,0,0
C31,0,0,0,0,0,0,0,0
C29,0,15,0,0,170,831,4,24858
C30,2,44,2,0,707,3928,3,113442
C32,1,18,0,0,416,3232,0,23530
C33,0,1,0,0,17,164,0,3725
C34,0,46,0,0,114,767,0,22450
C35,1,4,0,0,100,763,1,10530
C36,0,0,0,0,0,0,0,0
C37,0,0,0,0,0,0,0,0
C39,0,3,1,0,153,783,0,5418
C40,0,2,0,0,34,358,1,11599
C41,0,3,0,0,7,114,0,5279
C42,0,11,0,0,45,553,1,24144
C43,0,1,0,0,52,354,1,12290
D44,0,2,0,0,12,1239,1,9550
D45,0,0,0,0,2,150,0,6014
D46,0,6,0,0,9,259,2,19489
E47,19,61,0,0,1359,15683,7,84312
E48,3,1,0,0,139,2370,7,76985
E49,7,1,0,0,328,2429,10,126805
E50,2,0,0,0,110,1588,1,57132
F51,0,0,0,0,1,32,0,1143
F53,1,1,0,0,29,2143,0,9825
F54,0,0,0,0,0,0,0,0
F52,0,0,0,0,567,7415,6,110226
F55,0,0,0,0,0,7,0,384
F56,0,0,0,0,0,9,0,253
F57,0,1,5,0,112,1400,1,66513
F58,1,0,0,0,3,39,0,7048
F59,1,0,0,0,10,320,2,11838
F60,9,0,0,0,12,290,1,26643
H63,1,1,32,0,138,639,2,67343
H65,0,0,0,0,0,0,0,0
I66,65,8,0,0,223,2016,8,70331
I67,22,53,0,0,297,3118,22,130270
J68,0,0,0,0,2,13890,2,15838
J69,0,0,0,0,4,111,0,6226
J70,0,0,0,0,27,28778,0,15244
J71,0,0,0,0,420,8464,24,36039
K72,84,6,0,0,2575,52860,17,362323
L73,0,0,0,0,0,0,0,0
L74,23,2,0,0,274,3407,13,247807
F61,3,0,1,0,38,592,5,132706
F62,1,0,0,0,19,239,2,15619
M75,0,5,1,0,36,434,1,42947
M76,6,6,0,0,50,552,7,85613
M77,8,2,0,0,119,753,2,119803
M78,0,0,0,0,0,6,0,2901
N79,0,0,0,0,2,63,1,11861
N80,0,0,0,0,0,0,0,0
N81,2,2,0,0,48,341,0,25173
O82,37,1,0,0,54,866,10,90751
O83,3,0,0,0,18,606,3,46629
P84,1,0,0,0,8,270,4,212868
Q85,9,2,0,0,3,371,7,159230
Q86,0,0,0,0,0,65,0,12888
Q87,0,0,0,0,0,11,0,7308
R88,0,0,0,0,1,1,0,1271
R89,0,0,0,0,7,139,0,10843
R91,5,0,0,0,32,49,0,10175
R92,23,2,0,0,91,1340,6,34542
S93,0,0,0,0,0,2,0,14532
S94,0,0,0,0,0,21,0,3051
S95,0,0,0,0,0,0,0,2164
S96,0,0,0,0,2,6,0,24005
R90,0,0,0,0,25,191,0,45774
S97,0,0,0,0,16,913,0,310386
T98,0,0,0,0,0,0,0,15
R903,0,0,0,0,0,3,0,5440
S961,0,0,0,0,0,2,0,12522
S962,0,0,0,0,2,9,2,77663
S942,0,0,0,0,9,3310,0,117684
S943,0,0,0,0,0,2,0,2270
R893,0,0,0,0,5,82,0,6878
R882,7,0,0,0,0,148,0,6284
Q871,0,0,0,0,2,43,1,22246
Q851,6,3,0,0,26,1505,2,26423
P843,0,0,0,0,12,661,0,75804
P844,0,0,0,0,3,320,0,5957
P849,1,0,0,0,46,442,0,82130
O831,5,1,0,0,34,339,9,45042
O832,0,2,0,0,10,295,4,20795
N813,3,0,0,0,21,201,0,11742
N801,0,0,0,0,1,10,0,3094
N802,0,6,0,0,15,183,0,15104
N792,0,0,0,0,1,28,0,11449
M781,0,0,0,0,0,22,0,2239
M767,5,2,0,0,71,562,3,64894
F621,8,0,0,0,95,655,3,55986
L741,6,1,0,0,415,4513,9,187375
L742,0,0,0,0,6,41,1,26950
L743,12,1,0,0,166,1879,13,200577
L749,12,2,0,0,165,2054,2,115428
L731,2,0,0,0,115,1560,0,43108
L732,0,0,0,0,2,8,0,1452
H651,32,0,1,0,100,2183,19,127940
H652,10,1,0,0,47,593,8,84701
H653,13,1,4,0,88,773,10,99751
H654,6,2,2,0,27,396,7,55419
H655,7,0,0,0,33,312,17,93626
H656,14,7,0,0,307,3334,20,141826
H657,84,0,0,0,227,1132,14,153881
H658,6,0,0,0,121,1010,15,129245
H659,8,4,0,0,97,1048,12,134969
H631,1,1,0,0,45,657,9,73008
H632,5,0,1,0,226,1574,8,134044
H633,12,3,21,0,615,3365,8,191488
H634,3,0,2,0,121,684,2,48861
H635,1,0,0,0,54,526,4,44533
H636,7,9,6,0,1559,11887,23,532211
H637,25,10,16,0,681,5594,18,441195
H639,4,7,7,0,168,1483,5,164597
F601,3,0,0,0,7,354,1,12525
F603,1,0,0,0,0,43,1,5962
F551,0,0,0,0,0,35,0,598
F553,0,1,0,0,0,8,0,627
F523,0,0,0,0,8,365,1,15950
F541,0,0,0,0,0,40,0,1257
F542,0,0,0,0,65,475,0,6570
F543,0,0,0,0,29,190,0,3278
F513,0,0,0,0,0,7,0,1223
E472,16,17,0,0,232,3932,4,59572
D441,0,21,0,0,61,573,7,39700
C421,0,5,0,0,362,1071,3,46298
C422,0,3,0,0,183,365,0,11481
C411,1,1,0,0,41,453,2,17022
C412,0,0,0,0,7,122,0,5768
C414,0,3,0,0,89,299,0,5289
C415,0,0,0,0,43,80,0,2206
C401,0,2,0,0,50,453,3,7796
C403,0,0,0,0,17,82,0,1973
C404,1,4,0,0,50,278,0,6087
C405,0,2,0,0,72,827,0,10397
C406,0,23,0,0,210,1761,2,31284
C407,0,1,0,0,33,520,0,4232
C391,1,0,1,0,222,683,0,14825
C392,2,5,0,0,282,2138,0,48806
C393,0,5,0,0,143,1083,3,21840
C395,0,10,3,0,325,1211,1,18631
C396,0,3,1,0,55,215,0,6096
C397,0,10,1,0,355,1193,3,21422
C399,0,1,0,0,17,243,0,9580
C371,1,0,0,0,5,122,0,3790
C372,2,18,3,0,545,3401,4,79250
C373,0,3,0,0,101,471,0,8949
C374,0,3,1,0,144,459,1,6896
C375,0,4,0,0,173,768,0,13845
C376,0,0,0,0,40,51,0,577
C379,0,0,0,0,17,77,0,2825
C361,0,2,0,0,69,1076,3,24485
C362,1,11,0,0,353,1537,3,40248
C363,0,0,0,0,37,145,1,4831
C364,0,3,0,0,57,420,1,9186
C365,0,0,0,0,111,476,0,11440
C366,0,1,0,0,46,398,1,11670
C367,0,0,0,0,27,330,0,11066
C368,2,1,0,0,45,163,1,7830
C369,0,0,0,0,97,848,2,26445
C351,0,1,0,0,26,518,0,10204
C352,0,7,0,0,120,1213,3,38539
