C251,1,0,0,0,70,367,0,5906
C231,0,0,0,0,497,2095,1,60740
C261,0,0,0,0,420,1777,1,20141
C262,0,0,0,0,233,727,3,12835
C263,0,0,0,0,84,191,0,3091
C264,0,0,0,0,148,749,1,21325
C265,0,0,0,0,97,450,1,8918
C266,0,0,0,0,274,1524,1,40883
C267,0,0,0,0,69,259,0,11589
C241,0,0,0,0,127,210,0,7816
C242,0,0,0,0,104,190,0,6797
C243,0,0,0,0,14,85,0,1911
C245,0,0,0,0,20,47,0,1256
C222,0,0,0,0,470,1521,1,14632
C223,0,0,0,0,568,2074,0,47971
C201,0,0,0,0,85,277,0,25980
C202,0,0,0,0,323,921,0,22493
C203,0,0,0,0,314,845,0,20331
C192,0,0,0,0,753,2392,0,37285
C193,0,0,0,0,12,73,0,4892
C194,0,0,0,0,18,81,0,2288
C171,0,0,0,0,961,5006,0,55465
C172,0,0,0,0,63,247,0,6474
C174,0,0,0,0,183,997,0,8788
C175,0,0,0,0,344,1405,0,36618
C176,0,0,0,0,517,1737,1,40491
C152,1,0,0,0,227,653,0,15919
C153,0,0,0,0,143,659,0,14837
B101,0,0,0,0,139,561,2,46780
B109,0,0,0,0,20,90,1,5736
C141,0,0,0,0,74,480,0,13864
C142,0,0,0,0,23,162,1,5478
C143,0,0,0,0,77,349,0,8607
C145,0,0,0,0,82,282,1,3658
C146,0,0,0,0,61,323,1,7808
C149,0,0,0,0,111,438,0,12663
C135,0,0,0,0,186,834,2,19650
C136,0,0,0,0,179,739,0,10935
C139,0,0,0,0,191,649,0,18144
B091,0,0,0,0,55,193,0,6271
B092,0,0,0,0,11,45,0,1656
B093,0,0,0,0,4,48,0,1045
A051,0,0,0,0,41,187,1,43314
A053,0,0,0,0,1,13,0,11882
A021,0,0,0,0,48,175,0,38228
A022,0,0,0,0,5,4,0,997
A041,0,0,0,0,16,50,0,8165
A042,0,0,0,0,30,60,1,27202
A011,0,0,0,0,45,141,2,48053
A012,0,0,0,0,117,942,0,71312
A013,0,0,0,0,51,148,2,54801
