A01,0,0,0,0,8,35,0,12641
A03,0,2,0,0,55,526,7,129577
A04,0,0,0,0,0,0,0,0
A02,0,0,0,0,0,3,0,992
A05,0,0,0,0,10,33,0,7794
B06,0,0,0,0,338,2558,1,17260
B07,0,0,0,0,5,42,0,1532
B08,0,1,0,0,43,707,4,13205
B09,0,0,0,0,0,0,0,0
B11,0,0,0,0,3,29,0,2333
C13,0,4,0,0,261,2411,8,74995
C14,0,0,0,0,8,168,1,2064
B10,0,0,0,0,8,144,1,2637
C15,0,0,0,0,34,197,2,11923
C16,0,0,0,0,0,30,0,423
C17,0,0,0,0,4,44,0,1225
C18,8,18,0,0,877,5345,6,118660
C19,0,7,0,0,17,128,0,3565
C20,0,0,0,0,83,523,0,9363
C21,9,52,0,0,448,2290,11,51165
C22,0,1,0,0,11,76,0,1057
C24,0,1,0,0,47,610,2,9323
C26,0,0,0,0,0,0,0,0
C23,0,1,0,0,17,111,1,6561
C25,0,1,0,0,35,343,0,2069
C27,3,2,0,0,131,1262,2,20670
C28,0,0,0,0,0,0,0,0
C31,0,0,0,0,0,0,0,0
C29,0,13,0,0,102,1035,0,24858
C30,1,52,0,0,453,4283,6,113448
C32,1,14,0,0,399,3538,3,23532
C33,0,0,0,0,13,273,0,3725
C34,1,59,0,0,64,894,4,22454
C35,0,1,0,0,67,895,1,10531
C36,0,0,0,0,0,0,0,0
C37,0,0,0,0,0,0,0,0
C39,0,2,0,0,169,533,0,5418
C40,0,0,0,0,39,439,0,11599
C41,0,4,0,0,8,78,0,5279
C42,0,4,0,0,116,707,1,24145
C43,0,6,0,0,33,368,0,12290
D44,0,0,0,0,19,1220,0,9550
D45,0,0,0,0,13,175,0,6014
D46,0,8,0,0,12,304,3,19492
E47,2,44,0,0,1132,19813,3,84315
E48,0,3,0,0,209,2649,3,76988
E49,2,0,0,0,255,2629,8,126813
E50,1,1,0,0,146,1817,3,57135
F51,0,0,0,0,0,40,0,1143
F53,0,0,0,0,29,2756,1,9826
F54,0,0,0,0,0,0,0,0
F52,1,2,0,0,645,8740,3,110229
F55,0,0,0,0,0,12,0,384
F56,0,0,0,0,0,10,0,253
F57,0,0,4,0,167,1683,6,66518
F58,0,0,0,0,8,57,0,7048
F59,3,0,0,0,6,369,2,11840
F60,1,0,0,0,45,382,2,26645
H63,0,1,30,0,137,685,4,67347
H65,0,0,0,0,0,0,0,0
I66,8,2,0,0,245,1949,16,70347
I67,9,24,0,0,309,3038,20,130290
J68,0,0,0,0,4,20658,2,15840
J69,0,0,0,0,4,183,0,6226
J70,0,0,0,0,39,32802,0,15244
J71,0,0,0,0,605,9487,3,36042
K72,22,7,0,0,3548,67952,16,362339
L73,0,0,0,0,0,0,0,0
L74,40,0,0,0,374,4225,19,247824
F61,3,0,0,0,46,574,7,132713
F62,0,0,0,0,19,224,1,15620
M75,1,1,0,0,37,475,2,42949
M76,1,3,0,0,64,773,2,85615
M77,4,0,0,0,75,875,4,119807
M78,0,0,0,0,0,16,0,2901
N79,0,0,0,0,3,45,0,11861
N80,0,0,0,0,0,0,0,0
N81,0,0,0,0,43,327,0,25173
O82,6,5,0,0,65,788,2,90753
O83,2,1,0,0,45,479,2,46631
P84,0,0,0,0,16,307,2,212870
Q85,2,3,0,0,15,306,2,159232
Q86,0,0,0,0,0,79,0,12888
Q87,0,0,0,0,0,4,0,7308
R88,0,0,0,0,1,6,0,1271
R89,0,0,0,0,9,119,1,10844
R91,0,1,0,0,12,44,0,10175
R92,5,3,0,0,117,1654,13,34555
S93,0,0,0,0,0,7,1,14533
S94,0,0,0,0,1,22,0,3051
S95,0,0,0,0,0,0,0,2164
S96,0,0,0,0,4,1,0,24005
R90,0,0,0,0,18,203,2,45776
S97,0,0,0,0,30,1173,0,310386
T98,0,0,0,0,0,0,0,15
R903,0,0,0,0,0,1,0,5440
S961,0,0,0,0,0,2,1,12523
S962,0,0,0,0,1,1,2,77665
S942,0,0,0,0,15,3525,0,117684
S943,0,0,0,0,0,0,0,2270
R893,0,0,0,0,7,150,1,6879
R882,47,0,0,0,7,334,0,6284
Q871,0,0,0,0,5,26,0,22246
Q851,8,3,0,1,23,2040,4,26427
P843,0,0,0,0,78,864,0,75804
P844,0,1,0,0,6,104,0,5957
P849,2,0,0,0,42,620,3,82133
O831,3,0,0,0,42,431,0,45042
O832,1,1,0,0,13,303,1,20796
N813,0,0,0,0,44,268,0,11742
N801,0,0,0,0,1,16,0,3094
N802,0,2,0,0,24,246,1,15105
N792,0,0,0,0,1,62,0,11449
M781,0,0,0,0,0,43,0,2239
M767,1,1,0,0,45,662,5,64899
F621,3,0,0,0,52,702,1,55987
L741,2,0,0,0,437,6122,16,187391
L742,0,0,0,0,4,39,1,26951
L743,0,0,0,0,245,1971,11,200587
L749,7,0,1,0,318,2573,6,115434
L731,3,0,0,0,136,1749,0,43108
L732,0,0,0,0,3,17,1,1453
H651,25,1,0,0,154,2590,24,127963
H652,3,0,0,0,61,690,7,84708
H653,18,1,0,0,103,974,13,99764
H654,7,0,0,0,52,406,5,55424
H655,6,0,0,0,30,303,35,93661
H656,4,2,0,0,354,4151,14,141840
H657,83,3,0,0,188,1076,5,153886
H658,5,1,0,0,122,1152,12,129257
H659,8,1,0,0,128,1318,10,134979
H631,1,1,0,0,66,737,8,73016
H632,5,0,0,0,201,2169,8,134052
H633,7,0,19,0,605,3645,13,191501
H634,3,2,0,0,77,797,2,48863
H635,4,1,1,0,55,667,2,44535
H636,10,6,5,0,2041,12115,31,532241
H637,10,2,3,0,629,6062,17,441212
H639,2,3,3,0,232,1683,6,164603
F601,0,0,0,0,12,959,0,12525
F603,1,0,0,0,1,38,0,5962
F551,0,0,0,0,0,45,0,598
F553,0,0,0,0,0,16,0,627
F523,0,1,0,0,17,543,0,15950
F541,0,0,0,0,6,48,0,1257
F542,0,0,0,0,60,755,0,6570
F543,0,0,0,0,21,170,0,3278
F513,0,0,0,0,1,14,0,1223
E472,1,7,0,0,240,4778,4,59576
D441,0,6,0,0,57,965,17,39716
C421,0,11,0,0,260,1098,5,46303
C422,0,8,0,0,52,359,0,11481
C411,0,0,0,0,24,521,0,17022
C412,0,1,0,0,18,164,1,5769
C414,0,0,0,0,21,218,1,5290
C415,0,1,0,0,9,62,1,2207
C401,0,2,0,0,97,504,0,7797
C403,0,1,1,0,7,58,0,1973
C404,0,5,0,0,21,461,0,6087
C405,0,17,0,0,88,743,1,10398
C406,0,62,0,0,76,1938,1,31285
C407,0,2,0,0,39,771,0,4232
C391,0,0,0,0,131,991,0,14825
C392,0,5,0,0,144,2162,3,48809
C393,0,4,0,0,94,1293,1,21841
C395,0,17,0,0,207,1219,0,18631
C396,0,4,0,0,27,268,1,6097
C397,2,13,0,0,231,1171,1,21424
C399,0,1,0,0,17,395,1,9581
C371,0,0,0,0,7,204,0,3790
C372,3,8,0,0,382,3768,11,79261
C373,0,1,0,0,93,435,0,8949
C374,0,3,0,0,76,516,1,6897
C375,0,1,0,0,113,749,1,13846
C376,0,0,0,0,14,49,0,577
C379,0,0,0,0,14,98,0,2825
C361,0,1,0,0,93,1310,2,24487
C362,0,4,0,0,133,1678,0,40248
C363,0,0,0,0,12,129,0,4831
C364,0,3,0,0,31,395,1,9186
C365,0,2,0,0,65,517,0,11440
C366,1,4,0,0,25,410,0,11670
C367,0,0,0,0,62,327,0,11066
C368,3,1,0,0,19,186,0,7830
C369,0,2,0,0,73,988,1,26446
C351,0,0,0,0,49,714,0,10204
C352,0,2,0,0,138,1699,2,38541
C354,1,1,0,0,209,1284,0,33881
C355,0,1,0,0,93,840,0,16684
C357,1,1,1,0,246,1523,1,37446
C358,0,5,0,0,271,1715,5,79338
C359,0,2,0,0,176,2189,1,34230
C341,2,18,0,0,401,3675,3,65747
C342,0,3,0,0,93,694,1,26497
C343,0,2,0,0,22,368,0,7024
C345,0,6,0,0,143,1005,0,24507
C347,0,4,0,0,10,121,0,1671
C348,0,32,0,0,148,627,0,19657
C349,0,23,0,0,57,712,0,29124
C331,0,1,0,0,32,645,1,8147
C332,0,1,0,0,4,38,0,1043
C333,0,0,0,0,10,137,0,1674
C335,0,16,0,0,160,1019,0,15151
C308,0,5,0,0,112,548,2,16810
C291,0,0,0,0,50,427,0,2557
C311,1,3,0,0,63,1334,1,17432
C312,3,6,0,0,272,4013,2,57623
C313,1,12,0,0,247,2923,10,112085
C314,1,9,0,0,182,1635,2,21812
C315,0,2,0,0,55,389,0,12732
C316,0,2,0,0,29,390,0,13764
C319,0,3,0,0,40,544,1,17418
C281,0,0,0,0,2,73,0,1227
C282,0,1,0,0,68,754,1,5143
C251,0,5,0,0,31,363,0,5906
C231,3,15,1,0,289,2329,11,60735
C261,1,6,0,0,121,1541,1,20138
C262,0,6,0,0,64,657,1,12832
C263,0,1,0,0,23,320,0,3091
C264,0,13,0,0,46,857,1,21323
C265,0,5,0,0,41,559,1,8917
C266,4,12,0,0,138,1784,3,40881
C267,1,5,0,0,31,555,0,11588
C241,0,0,0,0,66,386,1,7816
C242,1,6,0,0,85,358,0,6797
C243,0,0,0,0,3,89,0,1911
C245,0,1,0,0,4,24,0,1256
C222,0,18,0,0,111,1598,1,14629
C223,1,20,0,0,248,2213,1,47970
C201,0,2,0,0,26,207,3,25978
C202,0,9,0,0,201,1074,2,22488
C203,1,11,0,0,95,689,3,20328
C192,0,6,0,0,488,3054,2,37285
C193,0,1,0,0,9,72,0,4892
C194,0,0,0,0,8,94,0,2288
C171,0,33,0,0,716,4235,3,55461
C172,1,7,0,0,26,407,0,6474
C174,0,1,0,0,52,735,1,8788
C175,0,10,1,0,240,1715,1,36617
C176,0,17,2,0,511,2282,3,40490
C152,0,1,0,0,67,724,5,15917
C153,1,3,0,1,53,378,7,14834
B101,1,1,0,0,65,589,11,46774
B109,0,0,0,0,27,106,3,5735
C141,0,0,0,0,62,548,2,13861
C142,1,2,0,0,17,128,0,5475
C143,1,1,0,0,37,248,3,8606
C145,0,0,0,0,31,230,1,3655
C146,0,1,0,0,40,367,0,7807
C149,1,0,0,0,44,446,1,12661
C135,2,2,0,0,60,932,2,19643
C136,0,3,0,0,74,1085,3,10934
C139,0,3,0,0,61,485,2,18141
B091,0,0,0,0,13,170,0,6270
B092,0,1,0,0,7,41,0,1655
B093,0,0,0,0,1,31,0,1045
A051,0,0,0,0,12,150,1,43309
A053,0,0,0,0,17,17,0,11882
A021,0,0,0,0,30,194,5,38223
A022,0,0,0,0,1,16,0,997
A041,0,0,0,0,4,60,0,8165
A042,0,2,0,0,8,119,6,27199
A011,0,1,0,0,28,197,5,48051
A012,0,0,0,0,31,342,4,71309
A013,0,0,0,0,11,188,4,54797
